label_path,image_path,dataset_name
data/chaksu/labels/cropped_staple_cd_IMG_2791.png,data/chaksu/images/cropped_IMG_2791.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_4202.png,data/chaksu/images/cropped_IMG_4202.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_4049.png,data/chaksu/images/cropped_IMG_4049.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_4501.png,data/chaksu/images/cropped_IMG_4501.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_3265.png,data/chaksu/images/cropped_IMG_3265.png,chaksu
data/chaksu/labels/cropped_staple_cd_98.png,data/chaksu/images/cropped_98.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_3211.png,data/chaksu/images/cropped_IMG_3211.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_2627.png,data/chaksu/images/cropped_IMG_2627.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_2471.png,data/chaksu/images/cropped_IMG_2471.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_4436.png,data/chaksu/images/cropped_IMG_4436.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_2484.png,data/chaksu/images/cropped_IMG_2484.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_3322.png,data/chaksu/images/cropped_IMG_3322.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_3356.png,data/chaksu/images/cropped_IMG_3356.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_2663.png,data/chaksu/images/cropped_IMG_2663.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_4481.png,data/chaksu/images/cropped_IMG_4481.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_2450.png,data/chaksu/images/cropped_IMG_2450.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_4492.png,data/chaksu/images/cropped_IMG_4492.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_3547.png,data/chaksu/images/cropped_IMG_3547.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_4398.png,data/chaksu/images/cropped_IMG_4398.png,chaksu
data/chaksu/labels/cropped_staple_cd_96.png,data/chaksu/images/cropped_96.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_3306.png,data/chaksu/images/cropped_IMG_3306.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_4474.png,data/chaksu/images/cropped_IMG_4474.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_3431.png,data/chaksu/images/cropped_IMG_3431.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_2724.png,data/chaksu/images/cropped_IMG_2724.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_3239.png,data/chaksu/images/cropped_IMG_3239.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_4032.png,data/chaksu/images/cropped_IMG_4032.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_2698.png,data/chaksu/images/cropped_IMG_2698.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_3474.png,data/chaksu/images/cropped_IMG_3474.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_3194.png,data/chaksu/images/cropped_IMG_3194.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_2542.png,data/chaksu/images/cropped_IMG_2542.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_3665.png,data/chaksu/images/cropped_IMG_3665.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_3216.png,data/chaksu/images/cropped_IMG_3216.png,chaksu
data/chaksu/labels/cropped_staple_cd_P19_Image1.png,data/chaksu/images/cropped_P19_Image1.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_2754.png,data/chaksu/images/cropped_IMG_2754.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_3203.png,data/chaksu/images/cropped_IMG_3203.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_2795.png,data/chaksu/images/cropped_IMG_2795.png,chaksu
data/chaksu/labels/cropped_staple_cd_Image102.png,data/chaksu/images/cropped_Image102.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_2713.png,data/chaksu/images/cropped_IMG_2713.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_3798.png,data/chaksu/images/cropped_IMG_3798.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_3500.png,data/chaksu/images/cropped_IMG_3500.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_3452.png,data/chaksu/images/cropped_IMG_3452.png,chaksu
data/chaksu/labels/cropped_staple_cd_Image111.png,data/chaksu/images/cropped_Image111.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_4448.png,data/chaksu/images/cropped_IMG_4448.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_3512.png,data/chaksu/images/cropped_IMG_3512.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_2551.png,data/chaksu/images/cropped_IMG_2551.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_2776.png,data/chaksu/images/cropped_IMG_2776.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_3249.png,data/chaksu/images/cropped_IMG_3249.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_2708.png,data/chaksu/images/cropped_IMG_2708.png,chaksu
data/chaksu/labels/cropped_staple_cd_Image131.png,data/chaksu/images/cropped_Image131.png,chaksu
data/chaksu/labels/cropped_staple_cd_P6_Image2.png,data/chaksu/images/cropped_P6_Image2.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_2709.png,data/chaksu/images/cropped_IMG_2709.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_3310.png,data/chaksu/images/cropped_IMG_3310.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_2480.png,data/chaksu/images/cropped_IMG_2480.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_3669.png,data/chaksu/images/cropped_IMG_3669.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_3190.png,data/chaksu/images/cropped_IMG_3190.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_2703.png,data/chaksu/images/cropped_IMG_2703.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_2804.png,data/chaksu/images/cropped_IMG_2804.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_3837.png,data/chaksu/images/cropped_IMG_3837.png,chaksu
data/chaksu/labels/cropped_staple_cd_93.png,data/chaksu/images/cropped_93.png,chaksu
data/chaksu/labels/cropped_staple_cd_39.png,data/chaksu/images/cropped_39.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_3587.png,data/chaksu/images/cropped_IMG_3587.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_3555.png,data/chaksu/images/cropped_IMG_3555.png,chaksu
data/chaksu/labels/cropped_staple_cd_P10_Image1.png,data/chaksu/images/cropped_P10_Image1.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_3643.png,data/chaksu/images/cropped_IMG_3643.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_3558.png,data/chaksu/images/cropped_IMG_3558.png,chaksu
data/chaksu/labels/cropped_staple_cd_1.png,data/chaksu/images/cropped_1.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_3240.png,data/chaksu/images/cropped_IMG_3240.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_3439.png,data/chaksu/images/cropped_IMG_3439.png,chaksu
data/chaksu/labels/cropped_staple_cd_Image106.png,data/chaksu/images/cropped_Image106.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_3595.png,data/chaksu/images/cropped_IMG_3595.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_2668.png,data/chaksu/images/cropped_IMG_2668.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_4469.png,data/chaksu/images/cropped_IMG_4469.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_3911.png,data/chaksu/images/cropped_IMG_3911.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_3841.png,data/chaksu/images/cropped_IMG_3841.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_2725.png,data/chaksu/images/cropped_IMG_2725.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_3193.png,data/chaksu/images/cropped_IMG_3193.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_2536.png,data/chaksu/images/cropped_IMG_2536.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_2689.png,data/chaksu/images/cropped_IMG_2689.png,chaksu
data/chaksu/labels/cropped_staple_cd_37749.png,data/chaksu/images/cropped_37749.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_2580.png,data/chaksu/images/cropped_IMG_2580.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_3930.png,data/chaksu/images/cropped_IMG_3930.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_3693.png,data/chaksu/images/cropped_IMG_3693.png,chaksu
data/chaksu/labels/cropped_staple_cd_P12_Image2.png,data/chaksu/images/cropped_P12_Image2.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_3336.png,data/chaksu/images/cropped_IMG_3336.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_3364.png,data/chaksu/images/cropped_IMG_3364.png,chaksu
data/chaksu/labels/cropped_staple_cd_Image148.png,data/chaksu/images/cropped_Image148.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_3390.png,data/chaksu/images/cropped_IMG_3390.png,chaksu
data/chaksu/labels/cropped_staple_cd_P15_Image1.png,data/chaksu/images/cropped_P15_Image1.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_4444.png,data/chaksu/images/cropped_IMG_4444.png,chaksu
data/chaksu/labels/cropped_staple_cd_P11_Image2.png,data/chaksu/images/cropped_P11_Image2.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_2786.png,data/chaksu/images/cropped_IMG_2786.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_2560.png,data/chaksu/images/cropped_IMG_2560.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_3744.png,data/chaksu/images/cropped_IMG_3744.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_4454.png,data/chaksu/images/cropped_IMG_4454.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_2439.png,data/chaksu/images/cropped_IMG_2439.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_3391.png,data/chaksu/images/cropped_IMG_3391.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_3226.png,data/chaksu/images/cropped_IMG_3226.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_2670.png,data/chaksu/images/cropped_IMG_2670.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_3167.png,data/chaksu/images/cropped_IMG_3167.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_3355.png,data/chaksu/images/cropped_IMG_3355.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_3662.png,data/chaksu/images/cropped_IMG_3662.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_3286.png,data/chaksu/images/cropped_IMG_3286.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_3219.png,data/chaksu/images/cropped_IMG_3219.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_3487.png,data/chaksu/images/cropped_IMG_3487.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_2722.png,data/chaksu/images/cropped_IMG_2722.png,chaksu
data/chaksu/labels/cropped_staple_cd_4.png,data/chaksu/images/cropped_4.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_3768.png,data/chaksu/images/cropped_IMG_3768.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_4435.png,data/chaksu/images/cropped_IMG_4435.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_2643.png,data/chaksu/images/cropped_IMG_2643.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_3416.png,data/chaksu/images/cropped_IMG_3416.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_4003.png,data/chaksu/images/cropped_IMG_4003.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_3304.png,data/chaksu/images/cropped_IMG_3304.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_3335.png,data/chaksu/images/cropped_IMG_3335.png,chaksu
data/chaksu/labels/cropped_staple_cd_102.png,data/chaksu/images/cropped_102.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_2608.png,data/chaksu/images/cropped_IMG_2608.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_3386.png,data/chaksu/images/cropped_IMG_3386.png,chaksu
data/chaksu/labels/cropped_staple_cd_Image141.png,data/chaksu/images/cropped_Image141.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_3365.png,data/chaksu/images/cropped_IMG_3365.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_3317.png,data/chaksu/images/cropped_IMG_3317.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_4078.png,data/chaksu/images/cropped_IMG_4078.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_2739.png,data/chaksu/images/cropped_IMG_2739.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_2594.png,data/chaksu/images/cropped_IMG_2594.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_2735.png,data/chaksu/images/cropped_IMG_2735.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_2720.png,data/chaksu/images/cropped_IMG_2720.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_2605.png,data/chaksu/images/cropped_IMG_2605.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_3891.png,data/chaksu/images/cropped_IMG_3891.png,chaksu
data/chaksu/labels/cropped_staple_cd_P17_Image2.png,data/chaksu/images/cropped_P17_Image2.png,chaksu
data/chaksu/labels/cropped_staple_cd_IMG_4411.png,data/chaksu/images/cropped_IMG_4411.png,chaksu
