label_path,image_path,dataset_name
data/rimone_dl/labels/cropped_r2_Im104_cd.png,data/rimone_dl/images/cropped_r2_Im104.png,rimone
data/rimone_dl/labels/cropped_r3_G-8-R_left_half_cd.png,data/rimone_dl/images/cropped_r3_G-8-R_left_half.png,rimone
data/rimone_dl/labels/cropped_r2_Im331_cd.png,data/rimone_dl/images/cropped_r2_Im331.png,rimone
data/rimone_dl/labels/cropped_r3_N-24-R_left_half_cd.png,data/rimone_dl/images/cropped_r3_N-24-R_left_half.png,rimone
data/rimone_dl/labels/cropped_r2_Im162_cd.png,data/rimone_dl/images/cropped_r2_Im162.png,rimone
data/rimone_dl/labels/cropped_r1_Im138_cd.png,data/rimone_dl/images/cropped_r1_Im138.png,rimone
data/rimone_dl/labels/cropped_r3_N-32-R_left_half_cd.png,data/rimone_dl/images/cropped_r3_N-32-R_left_half.png,rimone
data/rimone_dl/labels/cropped_r3_G-39-L_left_half_cd.png,data/rimone_dl/images/cropped_r3_G-39-L_left_half.png,rimone
data/rimone_dl/labels/cropped_r3_N-14-R_left_half_cd.png,data/rimone_dl/images/cropped_r3_N-14-R_left_half.png,rimone
data/rimone_dl/labels/cropped_r2_Im190_cd.png,data/rimone_dl/images/cropped_r2_Im190.png,rimone
data/rimone_dl/labels/cropped_r3_G-35-R_left_half_cd.png,data/rimone_dl/images/cropped_r3_G-35-R_left_half.png,rimone
data/rimone_dl/labels/cropped_r3_N-58-R_left_half_cd.png,data/rimone_dl/images/cropped_r3_N-58-R_left_half.png,rimone
data/rimone_dl/labels/cropped_r3_N-17-L_left_half_cd.png,data/rimone_dl/images/cropped_r3_N-17-L_left_half.png,rimone
data/rimone_dl/labels/cropped_r1_Im166_cd.png,data/rimone_dl/images/cropped_r1_Im166.png,rimone
data/rimone_dl/labels/cropped_r1_Im151_cd.png,data/rimone_dl/images/cropped_r1_Im151.png,rimone
data/rimone_dl/labels/cropped_r1_Im164_cd.png,data/rimone_dl/images/cropped_r1_Im164.png,rimone
data/rimone_dl/labels/cropped_r1_Im144_cd.png,data/rimone_dl/images/cropped_r1_Im144.png,rimone
data/rimone_dl/labels/cropped_r1_Im113_cd.png,data/rimone_dl/images/cropped_r1_Im113.png,rimone
