label_path,image_path,dataset_name
data/origa/labels/cropped_365.png,data/origa/images/cropped_365.png,origa
data/origa/labels/cropped_108.png,data/origa/images/cropped_108.png,origa
data/origa/labels/cropped_121.png,data/origa/images/cropped_121.png,origa
data/origa/labels/cropped_292.png,data/origa/images/cropped_292.png,origa
data/origa/labels/cropped_370.png,data/origa/images/cropped_370.png,origa
data/origa/labels/cropped_132.png,data/origa/images/cropped_132.png,origa
data/origa/labels/cropped_524.png,data/origa/images/cropped_524.png,origa
data/origa/labels/cropped_083.png,data/origa/images/cropped_083.png,origa
data/origa/labels/cropped_501.png,data/origa/images/cropped_501.png,origa
data/origa/labels/cropped_522.png,data/origa/images/cropped_522.png,origa
data/origa/labels/cropped_509.png,data/origa/images/cropped_509.png,origa
data/origa/labels/cropped_039.png,data/origa/images/cropped_039.png,origa
data/origa/labels/cropped_220.png,data/origa/images/cropped_220.png,origa
data/origa/labels/cropped_295.png,data/origa/images/cropped_295.png,origa
data/origa/labels/cropped_621.png,data/origa/images/cropped_621.png,origa
data/origa/labels/cropped_559.png,data/origa/images/cropped_559.png,origa
data/origa/labels/cropped_411.png,data/origa/images/cropped_411.png,origa
data/origa/labels/cropped_613.png,data/origa/images/cropped_613.png,origa
data/origa/labels/cropped_018.png,data/origa/images/cropped_018.png,origa
data/origa/labels/cropped_478.png,data/origa/images/cropped_478.png,origa
data/origa/labels/cropped_367.png,data/origa/images/cropped_367.png,origa
data/origa/labels/cropped_591.png,data/origa/images/cropped_591.png,origa
data/origa/labels/cropped_569.png,data/origa/images/cropped_569.png,origa
data/origa/labels/cropped_155.png,data/origa/images/cropped_155.png,origa
data/origa/labels/cropped_252.png,data/origa/images/cropped_252.png,origa
data/origa/labels/cropped_474.png,data/origa/images/cropped_474.png,origa
data/origa/labels/cropped_368.png,data/origa/images/cropped_368.png,origa
data/origa/labels/cropped_600.png,data/origa/images/cropped_600.png,origa
data/origa/labels/cropped_469.png,data/origa/images/cropped_469.png,origa
data/origa/labels/cropped_171.png,data/origa/images/cropped_171.png,origa
data/origa/labels/cropped_022.png,data/origa/images/cropped_022.png,origa
data/origa/labels/cropped_441.png,data/origa/images/cropped_441.png,origa
data/origa/labels/cropped_264.png,data/origa/images/cropped_264.png,origa
data/origa/labels/cropped_355.png,data/origa/images/cropped_355.png,origa
